,author,body,date,helpful,rating,title
1320,['james r marcotte'],['Tried several pot roast recipes and not satisfied with the outcome. It does reduce the cook time and I expect the outcome will improve with more practice and different food items.'],"['on November 18, 2015']",['\n      One person found this helpful.\n    '],['3.0 out of 5 stars'],['Tried several pot roast recipes and not satisfied with the outcome']
1321,['ellcadillo'],['My Son love it. He does all the cooking at his house.'],"['on February 1, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1322,['michael king'],['Best'],"['on March 14, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1323,['Cindy'],['Works great!'],"['on June 21, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1324,['Jerry'],['great'],"['on April 6, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1325,['Marcus B. Hinman'],['nice'],"['on January 23, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1326,['quiltlady'],"['Great for working families, cuts cooking time with good healthy meals and more time for family around the dinner table']","['on October 28, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Great for working families']
1327,['ppbarnes'],['Works as advertised.'],"['on December 2, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1328,['Star'],['SO FAR WE USED IT ONCE FOR CHICKEN IT CAME OUT VERY GOOD IN 30 MINUTES.'],"['on May 7, 2015']",[],['4.0 out of 5 stars'],['... USED IT ONCE FOR CHICKEN IT CAME OUT VERY GOOD IN 30 MINUTES']
1329,['Jason Pritchard'],"['Works great, love it.']","['on January 19, 2016']",[],['5.0 out of 5 stars'],['Happy']
1330,['Cynthia Berlanga'],['This thing is AMAZING!!! Definitely need this in your life :)'],"['on December 13, 2017']",[],['5.0 out of 5 stars'],['Great product! Buy it']
1331,['dwq'],"[""Didn't cook my roast properly.""]","['on January 2, 2017']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1332,['Charlotte Midkiff'],['great'],"['on August 12, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1333,['Susan'],['works great'],"['on June 6, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1334,['Sheryl'],['Nice!'],"['on March 28, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1335,['Country Girl'],['Love it!'],"['on July 25, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1336,['DANNY COOK'],['still trying to under it'],"['on January 25, 2018']",[],['3.0 out of 5 stars'],['Three Stars']
1337,['jzalewski'],['I love it'],"['on April 17, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1338,['Charlene Landin'],"['There were some issues with delivery - but all were resolved and the cooker was in time for our Holiday meal.  Hard boiled eggs are the best I\'ve ever had and the easiest to peel on the ""rice"" setting.  Thank you for a GREAT product.']","['on December 28, 2014']",['\n      16 people found this helpful.\n    '],['5.0 out of 5 stars'],"[""Hard boiled eggs are the best I've ever had and the easiest to peel on ...""]"
1339,['SandyClaus1'],['Ok'],"['on February 5, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1340,['Ginny'],['Absolutely love it'],"['on January 15, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1341,['Trixie'],['Nice Machine'],"['on January 31, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1342,['kat beck'],['Great value!'],"['on February 16, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1343,['Leo Gilman'],"['to prepare a multi-vegetable stew, the unit has to cool down before all the other ingredients are added.. Otherwise the unit is okay.']","['on February 20, 2016']",['\n      One person found this helpful.\n    '],['3.0 out of 5 stars'],['the unit has to cool down before all the other ingredients are added']
1344,['R. ruggeri'],['Works well'],"['on August 11, 2017']",[],['3.0 out of 5 stars'],['Three Stars']
1345,['Moni'],['I am sure the product would be awesome if I knew how to use it. No paperwork or instructions came with the product.'],"['on July 27, 2016']",[],['2.0 out of 5 stars'],['No instructions']
1346,['chris kappas'],['looking forward to using it'],"['on March 3, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1347,['Ken'],['works like they said.'],"['on November 25, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1348,['Dave'],['works good'],"['on January 16, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1349,['Amazon Customer'],['I love cooking with the XL. Great for saving time in the kitchen!'],"['on March 10, 2017']",[],['5.0 out of 5 stars'],['Power Pressure Cooker']
1350,['Amazon Customer'],['Great'],"['on January 6, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1351,['marlene preston'],['Fantastic buy! Use mine all the time. Bought my two grown kids one for Christmas and they love theirs and use them almost every day'],"['on January 27, 2016']",[],['5.0 out of 5 stars'],['Try it you will like it']
1352,['Melissa S.'],['Love this pressure cooker!!!!'],"['on October 27, 2015']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1353,['linda shanahan'],"['Did not work at all!,,']","['on April 6, 2015']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1354,['Amazon Customer'],"['I have only used it once cooked a 3+# chicken well done, I feel the more I use it the better I will enjoy it.', 'I have used it several times my only problem is that my meat sticks to bottom of inner pot and is hard to clean, what am I doing wrong?']","['on October 28, 2015']",[],['4.0 out of 5 stars'],['I feel the more I use it the better I will enjoy it']
1355,['Daniel Patterson'],"[""It takes some time getting use too but food didn't taste so bad""]","['on December 30, 2015']",['\n      2 people found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1356,['Amazon Customer'],['Instructions for fitting up and usage were very poor and vague. When I called for help the receptionist was of no help.However when I finally figured it out I liked it.'],"['on April 1, 2016']",[],['4.0 out of 5 stars'],['Instructions for fitting up and usage were very poor and vague']
1357,['Karen Reed'],['Just used it tonight.'],"['on June 2, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1358,"['george korb co,inc']",['GOOD UNIT  8 QUART'],"['on February 1, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1359,['Fredrich H.'],['Returned defective'],"['on September 30, 2017']",['\n      One person found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1360,['Amazon Customer'],"['Best purchase I have made. Rich flavors in your food, cooking with a pressure cooker.']","['on January 29, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1361,['Elaine McIsaac'],['this was a wedding gift therefore I cannot rate the product. I would like to have one myself!'],"['on April 16, 2015']",[],['5.0 out of 5 stars'],['I would like to have one myself']
1362,['JC'],['Some of the best soups and rice dishes ever have come from this wonderful pot!  I use it all the time with no issues.'],"['on August 31, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Some of the best soups and rice dishes ever have come from this ...']
1363,['C. Harmon'],['I like it very much but was unhappy when I discovered that I had to order the rack for the bottom.  Need the rack when canning!  Had to order one and wait over 2 weeks before it arrived'],"['on September 5, 2016']",[],['5.0 out of 5 stars'],"['4,stars']"
1364,['Rosalie Caldwell'],['Seller ok but they removed coupons. Wish I had gotten instapot. This one hard to use steamer outlet. Hard to get accurate in depth instructions'],"['on March 23, 2017']",[],['2.0 out of 5 stars'],['Dont']
1365,['Stacy G.'],"[""This unit did not come in original  packaging.  I thought it would be okay because everything appeared to be there.  I only used the item once.  The second time I attempted to use the cooker it wouldn't even power on.  Oh and surprise, order can not be returned.  This was a major disappointment and extremely frustrating.  I can not recommend.  Shadey seller beware""]","['on June 22, 2016']",['\n      9 people found this helpful.\n    '],['1.0 out of 5 stars'],['Shadey Seller Beware!']
1366,['Ruben Ayala'],"['Great, meals in short amount of time']","['on April 30, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1367,['coloradocat'],['Love it.'],"['on January 17, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1368,['Lynn Picker'],['Plenty of space for family size meals. Love how quick and easy meal preparation is. Trying so many different ways to make new recipes.'],"['on September 5, 2016']",[],['5.0 out of 5 stars'],['Amaze your family']
1369,['Pamela Carlock'],['I love it'],"['on April 13, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1370,['Jean Ellison'],"[""This  is AWESOME.  Works great...fast...easy to use. Can't say enough good things about it.  And havent even tried the canning part yet.""]","['on May 3, 2016']",[],['5.0 out of 5 stars'],['Well worth the money! !']
1371,['Kykianne'],"[""I purchased my XL power pressure cooker in May and was so excited to have an electric option for pressure cooking and canning. I compared products and finally decided on this one. What a mistake! Firstly, it states that you are able to can in it, which is untrue as the temperature does not get hot enough. Fail. Secondly, after less than a year's worth of use the heating element goes. I contact the seller as this seemed to be a simple manufacture defect as i have not misused it and have treated it as the prized multi-tasker I purchased it as. They respond with the warranty info which states that they only cover defects of their product for 60 days after purchase. 60 DAYS!!!! So disappointed. I had told all friends and family what a neat appliance and time saver this was. Poor choice. Poor purchase.""]","['on December 6, 2016']",['\n      7 people found this helpful.\n    '],['1.0 out of 5 stars'],"[""Breaks after less than a year's worth of use... Waste of money""]"
1372,['latasha byrd'],"['I love it, hands down!!!!!!']","['on April 25, 2017']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1373,['Amazon Customer'],"['I love my Pressure Pro.  I have used it to can green beans - - a real SNAP.  I have used it for many meals and am finding it easy to use.  I still have more to learn, but I use it most every day!']","['on September 26, 2016']",[],['5.0 out of 5 stars'],['I love my Pressure Pro']
1374,['Amazon Customer'],['My wife said it is the best I ever gave her'],"['on October 4, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1375,['Mofamgirlz'],['Works well. Heats up quick and easy. Wish it had more every day type recipes included in the small cookbook pamphlet'],"['on June 16, 2015']",[],['5.0 out of 5 stars'],['Timesaver in the kitchen']
1376,['Jolie'],['All my friend want one.'],"['on June 4, 2016']",[],['5.0 out of 5 stars'],['Great Product']
1377,['Eleanor A Harkins'],['LOVE IT'],"['on December 29, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1378,['jacobo henriquez'],"['i need the pressure valve if for sale or guarantee.,feel in the floor and crack']","['on December 30, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1379,['Lettie G. Cooper'],"['Works well, just need to practice!']","['on February 16, 2015']",[],['3.0 out of 5 stars'],['Three Stars']
1380,['NAME_NOT_RETURNED'],['works well.  makes meals easily'],"['on January 17, 2018']",[],['4.0 out of 5 stars'],['makes meals easily']
1381,['CruzPonciano'],"['Easy to use, wiil probably use more often']","['on August 26, 2015']",[],['4.0 out of 5 stars'],['Four Stars']
1382,['James Dussette'],"['Great product, love it!!']","['on December 16, 2014']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1383,['Cheryl M. Null'],['like it but you have to cook meat a little longer than they say.'],"['on October 26, 2015']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1384,['Amazon Customer'],"[""I just love this product it's a life savor for those day I don't have time to make a meal I just put it all on at one and it is done within minutes love love love worth the expense""]","['on January 17, 2016']",[],['5.0 out of 5 stars'],"[""I just love this product it's a life savor for those day ...""]"
1385,['Amazon Customer'],"[""bought it for mum as a christmas present plugged it in to make sure it works before i give it to her and it didn't even turn on or anything. mum had been asking for it for a few months now so i got it for her only to have to send it back and postage is costing me more than the pressure cooker itself.""]","['on December 19, 2015']",['\n      5 people found this helpful.\n    '],['1.0 out of 5 stars'],"[""worst product iv'e ever bought""]"
1386,['Amazon Customer'],['My daughter love it'],"['on January 28, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1387,['Zobe Nunez'],['I love is my best friend'],"['on November 4, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1388,['Amazon Customer'],['Great ribs!'],"['on April 20, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1389,['lrmnty'],['Works great love it.'],"['on March 5, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1390,['Christine Gyza'],['Works great wish it would fit quart size mason jars though.'],"['on July 16, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1391,['Deb Koontz'],['this is one AWESOME product!  Love it!'],"['on December 3, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1392,['roland guyton'],['works well'],"['on July 9, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1393,['Adriana'],['Amazing Machine does the job quick great for people with No time to cook'],"['on June 17, 2015']",[],['5.0 out of 5 stars'],['AMAZING TECHNOLOGY !']
1394,['Lisa'],['Love it'],"['on March 4, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1395,['William S'],"['Works as advertised! A bit of a learning curve, but so far I like it']","['on January 17, 2017']",[],['4.0 out of 5 stars'],['but so far I like it']
1396,['S. Azzouz'],"['Just in case anybody else wants to accuse me, like they have other people on here who like this pressure cooker, I will state: I absolutely do NOT work for this company, whoever they are (I don\'t know that even), I make not one cent talking about or reviewing it (from who?), etc. etc. I did not buy my cooker at Amazon, I actually bought mine at Target. It was a re-package and they were welling it for $70 and then I got a $10 gift card for buying it, so all in all, it cost me $60. Anyhoo, I have to admit, they don\'t give you much training on how to 100% use this cooker. They include in theri very thin tiny booklet about how to use it some and after that, I just pretty much do a under guess. If I know in a slow cooker, something takes 6 hours, I cook it for about 20 minutes first and see if it is done, if not, I can usually tell how much longer I need to cook it and turn it back on. Gets back up to speed in less than 3 minutes. I love this thing. I made home made soup in it, chicken, etc. I just fell in love with it the first time I used it. I have very little time to do things with my son having therapy all the time and this thing is great. Its fast, the food tastes amazing, and I don\'t have to wait as long as a slow cooker but have the same great taste as one. And I love love how quiet it is, I had to put my ear to it to see if it was even working. Yes, it is a royal pain sometimes trying to figure out a recipe or two but its not Mt. Everest and can be done, if you have half a brain to figure it out. I mean, really. Its a pressure cooker for God\'s sake. You can find lots of pressure cooker recipes online; All recipes (dot) com is one of them and plenty on facebook/pintrest. I don\'t know why so many people are unhappy with it, I am quite surprised at this! I love it better than my old hissing, crappy, spitting hot steam out at you, pressure cooker. Sorry about you people who are unhappy, not everybody hates it and that doesn\'t make those of us who love it, evil or working for the manufacturer because we do. I think maybe it is because people think it is a ""set it, and forget it"" type of product; it is not. If that is what you are expecting, then don\'t buy this. But if you don\'t mind doing a little experimenting in order to get fast great meals, if you want something faster than a slow cooker, if you like that you can throw meat in frozen and still have it come out good and not having to defrost everything before you cook it, then you may like this appliance.']","['on November 27, 2014']",['\n      813 people found this helpful.\n    '],['5.0 out of 5 stars'],"['Despite the horrible reviews, I LOVE LOVE my Power Pressure Cooker XL!!']"
1397,['Julie Dalton'],['Love it!'],"['on January 1, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1398,['sparrow1288'],"[""The pressure cooker valve didn't work and the cooker never cycled to the time cycle except for once after a 45 minute heat up. I thought I would give it a couple of more tries over the next couple of days before sending it back.  It never cycled and then finally just made a beeping noise and blinking lights all over no error message but settings blinking? I really wanted this to work but no luck!!! I thought it might just be a useless infomercial product but am glad I decided to purchase another one at our local Bed Bath and Beyond store. I was so thrilled that it actually worked like it was supposed to and you didn't need to do anything special to get it to work! I have used my new cooker from BBY for several days now and absolutely love it!!!""]","['on October 2, 2015']",['\n      116 people found this helpful.\n    '],['1.0 out of 5 stars'],['Defective Cooker and no response from vendor!']
1399,['Brenda Goins'],['Love love it!I'],"['on August 24, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1400,['Amazon Customer'],['Need to get the cookbook. Not impressed so far.'],"['on September 16, 2017']",[],['3.0 out of 5 stars'],['Three Stars']
1401,['Andres C.'],['Product as described'],"['on June 12, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1402,['Kindle Customer'],['I have just cooked a beef bourguignon in my power pressure cooker and it was the best my husband and I have ever had Thank you Doreen'],"['on February 6, 2017']",[],['5.0 out of 5 stars'],['... in my power pressure cooker and it was the best my husband and I have ever had Thank you']
1403,['Average JOE...'],"['I often retire during my evenings with the simmering scents of Poultry, Prime Rib, Beef BBQ-Ribs, lasagna and other seafood dishes throughout my home. The aroma is so mesmerizing that you could easily drool in your sleep. It cook\'s that swell. My family and friends always salivate with ""Anticipation"" at meal time.', ""Temperature controlling is the key.. along with adequate to moderate liquids that will definitely help keep your dish from drying out, scorching,  or becoming burnt. I've used as little as 2 ounces of water to complete certain dishes and a 1/2 Cup at times on other recipes. The Power Pressure Cooker XL has to be monitored from time to time like any other heating element. Just become familiar with your one touch buttons settings as well as your optional Medium to Well Done buttons and  your foods will come out al-lac-arte each time.  No kidding. If your a beginner, novice, intermediate, or professional you'll probably want to open up your own restaurant after using this Kitchen Aid Prodigy... lol  (see pictures)"", 'Set it and forget... buy it !!', 'Are you sold yet...?']","['on October 26, 2015']",['\n      178 people found this helpful.\n    '],['5.0 out of 5 stars'],"['""CHEF TESTED - CHEF APPROVED""']"
1404,['keyantae'],['It works great'],"['on December 16, 2014']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1405,['Amazon Customer'],['Works great'],"['on March 30, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1406,['Greg Brown'],['CATASTROPHIC FAILURE - No explosion of the sort one might think ---- Used once and performed well -- second use tonight -- acrid smell in house --- smoke detectors went off ---came in to kitchen to see PPC off and slight smoke from unit --- Anyone that wants this one can have it before garbage runs on Monday.  Did a good job on Beef Ribs for the first run but this speaks to its reliability for me --- maybe I got a turd but just offering up.'],"['on October 16, 2015']",['\n      3 people found this helpful.\n    '],['1.0 out of 5 stars'],['CATASTROPHIC FAILURE']
1407,['carrol a  harris'],['thxs'],"['on June 13, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1408,['Patricia Turner'],['I love it.'],"['on March 13, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1409,['Maria Selem'],['Muy buena'],"['on March 17, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1410,['Patrick'],['I waiter the 10 QT not the 6 qt'],"['on March 4, 2016']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1411,['Carol D Hull'],['Gave it as a gift and they seems to love it.'],"['on January 3, 2015']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1412,['Jeanne Unruh'],['worked great for about two months'],"['on May 24, 2016']",[],['2.0 out of 5 stars'],['Two Stars']
1413,['Donna'],['Very easy to use and cooks well.'],"['on February 3, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1414,['Kline'],['This thing is great I have used this non stop since I got it!!!!'],"['on March 19, 2016']",[],['5.0 out of 5 stars'],['Awesome!!!']
1415,['Alfreda McCray'],['So far no problem. I have used it a lot.'],"['on August 12, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1416,['Rose W'],['Great birthday gift'],"['on March 29, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1417,['Amazon Customer'],['Amazing. Fast shipping like always. Great product. Literally used it every night since we got it.'],"['on January 28, 2016']",[],['5.0 out of 5 stars'],['Great product']
1418,['Amazon Customer'],['Not enough recipes'],"['on December 1, 2015']",['\n      One person found this helpful.\n    '],['4.0 out of 5 stars'],['Four Stars']
1419,['Amazon Customer'],"['Great Product, ez to use and fabulous tasting food. I plan to buy another for our vacation home.']","['on February 14, 2016']",[],['5.0 out of 5 stars'],['Must have in Kitchen']
1420,['Amazon Customer'],['My husband purchased this cooker for me and the last month or so the seal on cooker is not sealing. cooker is not cooking properly I have to stop cooker serveral times and work with it til I get the seal to seal. will not purchase again.'],"['on March 24, 2017']",['\n      4 people found this helpful.\n    '],['1.0 out of 5 stars'],['My husband purchased this cooker for me and the last ...']
1421,['Benita-Lucero'],['Just what I needed.'],"['on October 22, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['the best.']
1422,['MG'],['Still learning it!!'],"['on April 6, 2017']",[],['4.0 out of 5 stars'],['Four Stars']
1423,['ruby howell'],['it came to me broken didn`t get to use it'],"['on March 31, 2015']",['\n      One person found this helpful.\n    '],['2.0 out of 5 stars'],['Two Stars']
1424,['lamont wilcoxson'],['My girlfriend loved it.... she pressure cooks everything....'],"['on October 7, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1425,['Charles D.'],['Very good but not enough recipes when you get it but fantastic food and healthy'],"['on March 1, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1426,['Kenneth L. Johnson'],['Great product..Great price..A#1 seller!'],"['on February 23, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1427,['Amazon Customer'],"[""It's the best! You will not regret buying it! A perfect wedding gift,too!""]","['on February 22, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1428,['Amazon Customer'],['I have used it a couple of times and find it satisfactory.  Would rate it a 4'],"['on June 16, 2016']",[],['5.0 out of 5 stars'],['Power Pressure Cooker XL 6 qt.']
1429,['Amazon Customer'],"[""Wonderful,!! Very powerful cooks in no time I'm very satisfied.""]","['on May 25, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1430,['Nge Kyi Kyi Thein'],"['Awsome!!!', 'I like very much.']","['on August 14, 2016']",[],['5.0 out of 5 stars'],['I like very much']
1431,['albert MacVilla  jr'],['Need not say more GREAT😃😃😃😃😃😃😃'],"['on February 16, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1432,['Amazon Customer'],['Excellent'],"['on January 13, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1433,['Christina J. Benoit'],"[""I'm only rating this so I can post a pic to show how my pressure cooker arrived. The front panel is off centered...big time. I tried to twist the base to make it centered but it seems permanent and I can't twist the black separate from the silver part. I don't know if this can be fixed. I am afraid to twist too hard for fear of damaging it.""]","['on December 6, 2016']",['\n      6 people found this helpful.\n    '],['3.0 out of 5 stars'],['Panel off center']
1434,['Kenya Sharp'],"[""Love love love it, what once took to hours I prepare in 30 minute's""]","['on July 25, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1435,['William David Wilson'],['Our pressure cooker worked very well and we love it!'],"['on February 23, 2017']",[],['5.0 out of 5 stars'],['Love It!']
1436,['Sigifredo M.'],['Excelent!!!!'],"['on March 7, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1437,['richard smith'],['Perfect for just about anything...'],"['on November 5, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1438,['Char Workman Ludowese'],['Great small appliance. Excellent delivery service'],"['on December 31, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1439,['RAFAEL'],['Till now no complaints. I have just one month with it.'],"['on March 1, 2017']",[],['4.0 out of 5 stars'],['Four Stars']
1440,['Amazon Customer'],['Awesome'],"['on March 7, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1441,['Bobbi'],"[""Best appliance I've bought in a long time.""]","['on September 6, 2016']",[],['5.0 out of 5 stars'],['Great']
1442,['Margaret Prince'],['great love it'],"['on March 21, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1443,['Amazon Customer'],['Excellent product highly recommend it'],"['on March 25, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1444,['Amazon Customer'],['Love this product.  Cooks fast!'],"['on September 13, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1445,['Amazon Customer'],['Was kinda scared of it at first but we love it now.'],"['on March 4, 2016']",[],['4.0 out of 5 stars'],['Four Stars']
1446,['Shellie Raymond'],['This item can not be used if you are above a certain sea level limit.  Returning wished this had been on product spec sheet and not in the instructions after you buy it.'],"['on August 27, 2015']",['\n      5 people found this helpful.\n    '],['1.0 out of 5 stars'],['Not for canning']
1447,['Amazon Customer'],['Excellent....'],"['on September 18, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1448,['Lawrence Branch'],['I am very happy with my purchase.'],"['on March 28, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1449,['Joshua scott'],"['Items just was just as described,  and fast shipping']","['on June 3, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1450,['Marilyn D Patton'],['This cooks amazing. A really great product.'],"['on January 14, 2016']",[],['5.0 out of 5 stars'],['Good buy.']
1451,['George'],['Excellent product'],"['on February 8, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1452,['striving for more'],"['Amazing, simply amazing.']","['on February 3, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1453,['David B Hicks'],['Works wonderfully'],"['on November 19, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1454,['Amazon Customer'],['Just Awesome'],"['on February 6, 2017']",[],['5.0 out of 5 stars'],['Five Stars']
1455,['milciades Lora'],['Its ver y útil for faz coock'],"['on July 23, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1456,['Terry Huff'],['Everyone should own one of these'],"['on January 21, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1457,['Amazon Customer'],['Good product... my sister loves it'],"['on March 7, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1458,['Amazon Customer'],"[""It's GREAT!!""]","['on August 4, 2016']",[],['5.0 out of 5 stars'],['Wonderful Pot!']
1459,['Erick A. Hernandez'],['Love it!! Excelent size...'],"['on January 30, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1460,['Nakitha'],['Great! I use it for everything!!'],"['on May 7, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1461,['daniel rielly'],"['I followed directions, but the water got very hot, but never did it build up any pressure. I thought the ""Open"" ""Close"" on top was broken because it just was very wobbly.  I sent it back weeks ago and have not heard from anyone.', 'I WAS VERY DISAPPOINTED AS I REALLY WANTED TO COOK WITH IT......', 'Please look into this!', 'Thank you,', 'Danny Rielly']","['on February 28, 2015']",['\n      2 people found this helpful.\n    '],['3.0 out of 5 stars'],"[""WHERE'S  MY  COOKER  OR  MY  RETURN  MONEY??""]"
1462,['Amazon Customer'],['Very difficult to clean'],"['on October 19, 2015']",[],['4.0 out of 5 stars'],['Four Stars']
1463,['Ramone Petite'],['great'],"['on February 11, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1464,['Sassy'],['Fantastic'],"['on June 7, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1465,['Kathryn M. Smith'],['Have not used it yet but it looks great I had an 8 quart but sold it because too big.'],"['on April 29, 2017']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Pressure Cooker']
1466,['mech72169'],['as listed'],"['on March 29, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1467,['Amazon Customer'],['Great'],"['on August 13, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1468,['Amazon Customer'],['Excellent'],"['on March 24, 2016']",[],['5.0 out of 5 stars'],['Five Stars']
1469,['Wilfred M.'],"[""It's so easy!""]","['on October 8, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1470,['Thomas A. Hunt'],['Good deal'],"['on November 19, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1471,['Cindy Soderberg'],['Love it!'],"['on July 14, 2015']",[],['5.0 out of 5 stars'],['Five Stars']
1472,['Ed Siekierka'],"['Great item time saver, bought this one as a gift for family member.... Recommend all households have at least (1)']","['on December 17, 2014']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Great item time saver']
1473,['LadyShopper'],"['love it, using YouTube to find receipes']","['on March 21, 2016']",['\n      2 people found this helpful.\n    '],['5.0 out of 5 stars'],['Five Stars']
1474,['DANE SHERMAN'],"['Bough this for my girl and she loves it, this cooker makes all the difference, the infusion of flavors is awesome']","['on March 12, 2015']",['\n      One person found this helpful.\n    '],['5.0 out of 5 stars'],"['Bough this for my girl and she loves it, ...']"
1475,['darwin braddee'],"[""pressure valve missing still haven't got the  return label to return""]","['on February 21, 2016']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
1476,['M'],['broke after 3 uses'],"['on October 22, 2016']",['\n      2 people found this helpful.\n    '],['1.0 out of 5 stars'],['One Star']
